record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:https-zenodo.org:10.5281/zenodo.10215174,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,The record is a report evaluating a knowledge organization system for the concept of geology and does not mention living organisms or ecosystems.,842,115,
oai:catalogue-saintjohn.opendata.arcgis.com:6a6586cf6a3b4b8f9fadf00ca4278b8b,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record describes a physical measurement of flood water levels and does not mention any living organisms.,748,111,
oai:open.canada.ca:bab87330-9592-4b92-8169-6f81355efb06,gemini-3.1-flash-lite,True,omble de fontaine; castors,species,habitat_or_ecosystem,not_applicable,not_applicable,report,french,"The record discusses the water quality and ecological health of lakes in La Mauricie National Park, specifically mentioning the impact on populations of omble de fontaine and castors.",931,148,
oai:borealisdata.ca-dataverse-ubc:153619_150149,gemini-3.1-flash-lite,True,Ectomycorrhizal fungi; EcM fungi; Pseudotsuga menziesii; Tomentella; Cortinarius,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the diversity and functional traits of specific fungal species and their relationship with nitrogen uptake.,1113,157,
oai:data.edmonton.ca:7pud-yipg,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record describes a public opinion survey regarding a rainbow crosswalk in Edmonton and does not mention any living organisms or ecological topics.,884,116,
oai:open.moncton.ca:0290eb488ba5445aa17f818b837ceab0,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,report,english and french,The record is a set of recommendations from a city council meeting and does not mention living organisms or ecological topics.,745,115,
oai:portal-exploreoakville.opendata.arcgis.com:a0ef327def344d6dad252c4188a019b7,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is a financial budget report for a town and does not mention any living organisms or ecological topics.,764,112,
oai:data.edmonton.ca:mt3b-mcig,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record describes a city survey regarding communication and community insight, which does not involve living organisms or ecosystems.",897,112,
oai:datadryad.org:doi:10.5061/dryad.66t1g1jz2,gemini-3.1-flash-lite,True,European green crab; Carcinus maenas,species,organisms,not_applicable,not_applicable,dataset,english,"The record describes the development and validation of a qPCR assay for the detection of the European green crab, which is an organism.",1106,135,
oai:borealisdata.ca-dataverse-ubc:723792_150149,gemini-3.1-flash-lite,True,jumping spider; Iranattus; Salticidae; Plexippini; Plexippina,species,organisms,not_applicable,not_applicable,dataset,english,The record provides genomic data for the classification and phylogenetic study of specific spider taxa.,1253,146,
oai:open.alberta.ca:list-of-elements-in-alberta-vascular-plants,gemini-3.1-flash-lite,True,vascular plants; clubmosses; horsetails; ferns; conifers; flowering plants,group,organisms,not_applicable,not_applicable,dataset,english,The record provides a list of various plant groups documented in Alberta.,800,145,
oai:open.canada.ca:f47fd7c7-c4af-4a4e-861d-f30cbf55ba5a,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,"The record describes cadastral and land survey data for a First Nation territory, which is a land and boundary topic with no mention of living organisms or ecological purposes.",925,125,
oai:open.canada.ca:4107dc81-79c0-406e-a1e6-301509d9e506,gemini-3.1-flash-lite,True,saumons rouges; Oncorhynchus nerka,species,organisms,not_applicable,not_applicable,dataset,french,The record describes a long-term monitoring dataset of Kokanee salmon spawning counts in Kluane National Park.,901,133,
oai:borealisdata.ca-dataverse-ubc:153412_150149,gemini-3.1-flash-lite,True,Caenorhabditis elegans,species,organisms,not_applicable,not_applicable,dataset,english,The record provides genomic data for the species Caenorhabditis elegans.,1130,120,
oai:open.canada.ca:2ca7bfcb-f61d-4683-8574-1d1ef48750f3,gemini-3.1-flash-lite,True,végétation,group,land_and_boundaries,not_applicable,yes,dataset,french,The record describes a terrestrial ecosystem mapping dataset that uses ecological characteristics including vegetation to divide the landscape.,1057,121,
oai:open.alberta.ca:tracked-elements-in-alberta-listed-by-natural-selection,gemini-3.1-flash-lite,True,species,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset of tracked species occurrences categorized by natural subregions in Alberta for conservation purposes.,862,119,
oai:data.novascotia.ca:ecfv-i6pe,gemini-3.1-flash-lite,True,fish,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a dataset listing vendors for fishing licenses, which falls under fisheries management rather than the study of the organisms themselves.",804,127,
oai:datadryad.org:doi:10.5061/dryad.4jp82,gemini-3.1-flash-lite,True,Heterotrimeric G-proteins; Urochloa; monocots; Monocot RGS; G-protein; RGS proteins; Gα; plants,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset concerning the evolutionary and biochemical analysis of G-protein and RGS protein interactions in plants.,1049,175,
oai:catalogue.cioos.ca:10-25976-kc1x-bc80,gemini-3.1-flash-lite,True,coliformes fécaux,group,physical_environment,not_applicable,not_applicable,report,french,"The record describes a water quality assessment study that monitors physical and chemical parameters, including the presence of fecal coliforms.",945,129,
oai:datadryad.org:doi:10.5061/dryad.zgmsbcc70,gemini-3.1-flash-lite,True,birds,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a study on the physiological stress responses of birds in relation to farmland diversification and landscape context.,1109,120,
oai:open.canada.ca:3a158359-7b87-2497-38e4-895ab58b4e9c,gemini-3.1-flash-lite,True,forêts,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record describes a vector tile layer representing managed forests in Canada, which relates to forestry management rather than the biological study of the trees themselves.",789,131,
oai:datadryad.org:doi:10.5061/dryad.pq6p2,gemini-3.1-flash-lite,True,,none,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a dataset about the projected impacts of climate change on marine fisheries catch potential and species turnover, focusing on economic and management outcomes rather than the biology of specific organisms.",906,129,
oai:catalogue.data.gov.bc.ca:fisheries-watercourse-classification-port-coquitlam-lines,gemini-3.1-flash-lite,True,Fisheries,group,land_and_boundaries,not_applicable,yes,dataset,english,The record describes a spatial dataset of watercourses classified by habitat sensitivity for fisheries management purposes.,793,120,
oai:datadryad.org:doi:10.5061/dryad.6djh9w1bt,gemini-3.1-flash-lite,True,Fish; freshwater fishes; Perca fluviatilis; northern pike; Esox Lucius; walleye; Sander vitreus,species,habitat_or_ecosystem,not_applicable,not_applicable,report,english,The record describes a study on how dissolved organic carbon affects freshwater ecosystems and the trophic ecology of various fish species.,997,170,
oai:open.moncton.ca:960ea6940c964a6989d791b98c18cee3,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english and french,"The record describes a map containing orthorectified aerial photography, which is a land and boundary product with no stated ecological purpose.",791,121,
oai:https-zenodo.org:10.5281/zenodo.14757487,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is about a framework for mathematics education and does not concern living organisms or ecosystems.,757,109,
oai:open.canada.ca:f04ea1cf-0821-4d65-8613-8dabfd1e94de,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,yes,dataset,french,"The record describes a dataset of provincial park boundaries in Ontario, which explicitly states an ecological purpose of protecting natural heritage and maintaining biodiversity.",1096,119,
oai:open.canada.ca:582a6147-4e24-468c-a048-762302139afc,gemini-3.1-flash-lite,True,cultures,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record describes a dataset for agricultural land capability mapping based on soil and climate, which is a management and planning tool rather than a study of the organisms themselves.",1412,134,
oai:open.alberta.ca:gda-0a12e487-75a6-4198-8ed2-67872ff20ac6,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,yes,dataset,english,"The record describes a dataset of watershed boundaries used for an ecological assessment, which constitutes a land and boundary record with a stated ecological purpose.",977,120,
oai:catalogue.cioos.ca:68d504d0-202b-4b16-bd1d-d78a87a74c13,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes the deployment of an oxygen sensor to measure dissolved oxygen concentrations in seawater, which is a physical/chemical measurement.",896,118,
oai:open.canada.ca:ca15a425-465c-4cdb-8db7-659b05bf44e2,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,report,french,"The record describes geological structures, rock types, and tectonic analysis of the Teslin suture zone and does not concern living organisms.",1266,118,
oai:catalogue.cioos.ca:145a207f-ef76-4660-8a33-b6298b6bc4c8,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes the deployment of a Conductivity, Temperature, and Depth (CTD) instrument to measure physical properties of seawater.",985,118,
oai:borealisdata.ca-dataverse-ubc:153609_150149,gemini-3.1-flash-lite,True,phytophagous insects; Heliconiini; Papilionoidea; butterflies; insect herbivores,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset concerning the evolutionary diversification and ecological specialization of specific insect groups.,984,148,
oai:datadryad.org:doi:10.5061/dryad.1271,gemini-3.1-flash-lite,True,Cameraria ohridella; horse-chestnut leafminer; horse-chestnuts,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing genetic data about the invasive insect species Cameraria ohridella and its host plant.,1119,147,
oai:data.ontario.ca:guide-effectiveness-monitoring-program-site-locations,gemini-3.1-flash-lite,True,oiseaux chanteurs,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,The record provides the location of sampling sites for a forest management effectiveness monitoring program focused on songbird community structure.,914,127,
oai:opendata.newwestcity.ca:64f2e2af2e70432fa8451190fbabf3a2,gemini-3.1-flash-lite,True,Tree,group,forestry_agriculture_fisheries,no,not_applicable,policy,english,"The record concerns a municipal bylaw regarding tree replacements, which is an administrative policy rather than a study of the organisms themselves.",757,127,
oai:niagaraopendata.ca:linkages,gemini-3.1-flash-lite,True,plants; animals,group,land_and_boundaries,not_applicable,yes,other,english,"The record defines ecological linkages for land use planning, explicitly stating the purpose of supporting ecosystem processes and the movement of plants and animals.",842,132,
oai:open.canada.ca:7f3dd3a9-bdfe-44e7-9f20-f86d3ef96316,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,"The record describes cadastral and land survey data for a specific area, which is a land and boundaries topic with no mention of living organisms or ecological purposes.",926,124,
oai:catalogue.data.gov.bc.ca:2013-financial-economic-rev-historical-commodity-prices-in-us-dollars-2002-to-2012-tbl-a1-9,gemini-3.1-flash-lite,True,forest products,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a financial dataset concerning commodity prices including forest products, which is an economic topic rather than a biological one.",850,127,
oai:borealisdata.ca-dataverse-westernu:397426_201809_290067_392452,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record describes census division boundary files for mapping social science data and does not mention any living organisms or ecological purposes.,953,116,
oai:open.canada.ca:c349db80-1aad-4cbe-a80c-728a55b1fce5,gemini-3.1-flash-lite,True,copepods,group,organisms,not_applicable,not_applicable,dataset,english,"The record provides a list of copepod species found in Alberta, focusing on the organisms themselves.",761,113,
oai:open.alberta.ca:list-of-elements-in-alberta-leeches-worms,gemini-3.1-flash-lite,True,leeches; worms,group,organisms,not_applicable,not_applicable,dataset,english,"The record provides a list of specific animal groups documented in Alberta, focusing on their presence and status.",775,125,
oai:catalogue.data.gov.bc.ca:fadm-mountain-pine-beetle-salvage-area,gemini-3.1-flash-lite,True,pine beetle; mountain pine beetle,species,land_and_boundaries,not_applicable,no,dataset,english,"The record describes a designated administrative boundary area related to mountain pine beetle salvage, which is a land management boundary rather than a study of the organisms themselves.",757,139,
oai:co-opendata-camaps.hub.arcgis.com:cf42bebd01eb454ba1b52dd681b67286,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,report,english,"The record describes a report on groundwater quality measurements and grading, which are physical and chemical parameters, without focusing on living organisms.",836,118,
oai:datadryad.org:doi:10.5061/dryad.x95x69prq,gemini-3.1-flash-lite,True,Dinoflagellates; eukaryotes; heterotrophic; photosynthetic dinoflagellates; heterotrophic taxa; warnowiids,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset containing transcriptomic data used to study the evolution and phylogenetic relationships of dinoflagellates.,1179,165,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/48922,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is about mathematical dynamical systems and does not mention living organisms or ecosystems.,745,107,
oai:open.canada.ca:b67c16d1-77b8-5096-9748-1c1fb5e3bd94,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes geological structure and isopach maps for a petroleum systems project, which concerns physical environment data rather than living organisms.",1065,118,
oai:open.canada.ca:7bbb624b-a0aa-41c9-9473-d76c4249924c,gemini-3.1-flash-lite,True,avoine,species,human_health,not_applicable,not_applicable,report,french,The record is a report on the presence of undeclared gluten in oat products and its implications for consumer health.,862,125,
oai:catalogue.data.gov.bc.ca:fdp-prop-roads-2003-2007-kamloops-forest-district-final,gemini-3.1-flash-lite,True,,none,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record describes a dataset of proposed forest roads for the Kamloops Forest District, which relates to forestry management rather than the organisms themselves.",808,121,
oai:open.canada.ca:762936c0-8b3a-4861-afdd-b3d09feda15f,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,report,french,The record describes the geological and tectonic setting of the Aishihik Batholith and does not mention any living organisms.,1049,117,
oai:borealisdata.ca:386397_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a georeferenced topographic map which depicts land features including wooded areas, but does not have an ecological or conservation purpose.",1101,131,
oai:borealisdata.ca-dataverse-guelph:1026102_16_41153_41156,gemini-3.1-flash-lite,True,onion; Allium cepa; endophytes; Methylobacterium symbioticum; Gluconacetobacter diazotrophicus,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record describes a dataset containing growth and nutrient data for onion plants inoculated with specific endophytes in an agricultural research context.,930,160,
oai:datastream.org:https://datastream.org/en-ca/dataset/e1c8e740-fa60-47d2-b1f2-5225814a419f,gemini-3.1-flash-lite,True,invasive species,group,habitat_or_ecosystem,not_applicable,not_applicable,report,english,"The record describes a watershed project focused on water quality monitoring and habitat assessment, which involves ecosystems and mentions invasive species.",831,128,
oai:borealisdata.ca-dataverse-ubc:155254_73894_115983,gemini-3.1-flash-lite,True,Boreal Spruce; Mature Pine; slash; standing grass,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record evaluates fuel types and their fragmentation in the context of forest management and fire behavior.,1023,139,
oai:https-zenodo.org:10.5281/zenodo.15643391,gemini-3.1-flash-lite,True,seagrass; eelgrass; Zostera marina; macroalgae,species,organisms,not_applicable,not_applicable,dataset,english,The record provides a dataset documenting the spatial distribution and coverage of seagrass species over time.,1073,139,
oai:datadryad.org:doi:10.5061/dryad.37pvmcw0s,gemini-3.1-flash-lite,True,moss; Pleurozium schreberi,species,organisms,not_applicable,not_applicable,report,english,The record describes a study using a specific moss species as a biomonitor to assess atmospheric trace element deposition.,949,131,
oai:catalogue.cioos.ca:ca-cioos_599476c2-ab8a-4029-967c-5d6dd80b6a56,gemini-3.1-flash-lite,True,ichtyologique,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,The record describes a dataset characterizing shoreline habitats and includes an ichthyological inventory within the Mistassini River estuary ecosystem.,1244,124,
oai:open.canada.ca:5b992823-66de-4fd8-9c12-941b4809fa07,gemini-3.1-flash-lite,True,espèces sauvages,group,physical_environment,not_applicable,not_applicable,dataset,french,"The record is primarily a dataset of chemical contaminant concentrations in seawater, mentioning wildlife only as a context for the research program.",1308,127,
oai:opendata-cityofgp.hub.arcgis.com:d55112f6cdaf4d3b994b7fbf6b262271,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes an aerial orthophoto dataset of a city, which is a cartographic product without an ecological purpose.",907,117,
oai:geohub.saskatchewan.ca:b4f68cd46d8d4d18898bdcaa7a70305d,gemini-3.1-flash-lite,True,softwood,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record provides a forest resource inventory dataset focusing on the basal area of softwood trees for forestry planning purposes.,1620,124,
oai:open.canada.ca:1a11d2c1-bcad-47c7-87d1-f16f38aee4d9,gemini-3.1-flash-lite,True,production primaire; production secondaire; méroplancton; invertébrés benthiques; poissons démersaux; poissons pélagiques; poissons; crustacés décapodes; zooplancton,group,habitat_or_ecosystem,not_applicable,not_applicable,report,french,The record identifies ecologically and biologically significant areas in the Estuary and Gulf of St. Lawrence based on various biological groups and ecological criteria.,1764,199,
oai:data.novascotia.ca:h57h-p9mm,gemini-3.1-flash-lite,True,char; scallop; oyster; salmon; halibut; mussel; trout; clam,species,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides a dataset of aquaculture leases, which is an administrative record regarding the management of fisheries resources rather than the biology of the organisms themselves.",782,172,
oai:borealisdata.ca-dataverse-guelph:1035819_76_41146_41148,gemini-3.1-flash-lite,True,bacteria; E. coli; Salmonella; pigs; poultry; cattle; animals,species,organisms,not_applicable,not_applicable,dataset,english,The record is a systematic review and meta-analysis dataset concerning antimicrobial resistance in specific bacterial species isolated from various animal groups.,1027,158,
oai:opendata.pickering.ca:518afbe009b04a76bd29ecb51ad360ed,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record provides demographic census data regarding human age and sex, which is administrative in nature and does not concern biological organisms or ecosystems.",852,117,
oai:borealisdata.ca:388895_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a georeferenced topographic map which includes features like wooded areas, but its primary purpose is cartographic rather than ecological.",1105,131,
oai:datadryad.org:doi:10.5061/dryad.q88sm,gemini-3.1-flash-lite,True,people,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset from a study on human social behavior and cooperation strategies.,940,115,
oai:open.canada.ca:6591601a-05be-48fd-9378-54e4af31251b,gemini-3.1-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,"The record provides statistical data regarding primary care providers, patients, and payments within the Alberta health system.",819,113,
oai:borealisdata.ca-dataverse-calgary:105958,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record describes meteorological and glaciological data collected from the Greenland Ice Sheet and does not mention any living organisms.,972,116,
oai:abacus.library.ubc.ca-dataverse-statcan-public:44615,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record describes digital cartographic files representing census geography boundaries and water features for mapping purposes.,891,111,
oai:donnees.montreal.ca:bornes-recharge-publiques,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,"The record provides the locations of public electric vehicle charging stations, which does not concern living things or ecosystems.",803,112,
oai:datadryad.org:doi:10.5061/dryad.pg4f4qrrd,gemini-3.1-flash-lite,True,tree; woody species; herbaceous species,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about how tree functional diversity influences the dynamics of understorey herbaceous layers.,1050,132,
oai:open.moncton.ca:444495ce174744ad93b4398cb1ab6457,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,"The record is about a person being inducted into a wall of fame for recreation and baseball, which does not concern living things in an ecological or biological research context.",741,123,
oai:borealisdata.ca-dataverse-uvic:667403_71619,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record describes a dataset for a geophysical model of Earth's viscoelastic properties and does not mention any living organisms.,823,116,
oai:datadryad.org:doi:10.7291/D18W9G,gemini-3.1-flash-lite,True,Equus ferus; Horses; caballine horses; Equus spp.,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a genetic study of ancient and modern horse populations and their dispersal patterns.,1042,140,
oai:https-zenodo.org:10.5281/zenodo.14758184,gemini-3.1-flash-lite,True,Animalia; fish; zebrafish,species,organisms,not_applicable,not_applicable,dataset,english,The record provides code and data related to an experimental study on the behavioral responses of zebrafish to different turbidity conditions.,1013,133,
oai:data.calgary.ca:c5bp-anry,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes a waste composition study for residential garbage collection and does not concern living organisms or ecosystems.,881,111,
oai:open.canada.ca:150beb08-b9bd-4441-a36e-fc624cf31c95,gemini-3.1-flash-lite,True,oiseaux,group,organisms,not_applicable,not_applicable,dataset,french,The record describes a dataset tracking bird species abundance and community composition in Ivvavik National Park.,1025,119,
oai:datadryad.org:doi:10.5061/dryad.933bs,gemini-3.1-flash-lite,True,Dicranum flagellare; mosses; Dicranaceae; Bryophyta; birch; Thuja; spruce,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset investigating the growth of specific moss species in relation to woody debris and canopy conditions.,1223,163,
oai:data-markham.opendata.arcgis.com:da4fb44b40ec4442aad823b26313a98a,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record describes socio-demographic census data regarding human population mobility and does not concern biological organisms or ecosystems.,794,113,
oai:open.canada.ca:685257af-5592-49de-8726-90090c6c3061,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes a dataset of radiological measurements in drinking water, which is a physical and chemical monitoring activity.",1218,114,
oai:datadryad.org:doi:10.5061/dryad.76hdr7t55,gemini-3.1-flash-lite,True,pigs; porcine reproductive and respiratory syndrome virus,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,"The record describes a study on the effects of play opportunities on the health, behaviour, and performance of pigs in an agricultural setting.",1219,140,
oai:open.canada.ca:09658898-f6e3-73e1-bf87-8fc76d247c0e,gemini-3.1-flash-lite,True,Aquaculture,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides wave time series data for aquaculture sites, which relates to fisheries management rather than the biology of the organisms themselves.",754,128,
oai:borealisdata.ca-dataverse-brock:59619_1183494_59618,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes financial data files related to business and management and does not mention any living organisms or ecological subjects.,760,113,
oai:datadryad.org:doi:10.5061/dryad.953hv,gemini-3.1-flash-lite,True,harbour seals; Phoca vitulina; fish,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset investigating the diet of harbour seals through DNA sequencing of scat samples.,1054,132,
oai:open.canada.ca:9571b5fa-3311-44c8-a565-d5694f34afac,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes a dataset of bottom salinity measurements, which is a physical property of the marine environment.",1579,113,
oai:open.canada.ca:cb34e02f-e0f6-49be-b5ad-96326a701b57,gemini-3.1-flash-lite,True,forêts de conifères; forêts à feuilles larges; forêts mixtes,group,land_and_boundaries,not_applicable,yes,dataset,french,"The record describes a land-use and land-cover classification dataset for the Cold Lake oil sands area, which includes forest categories and explicitly mentions an ecological purpose related to monitoring environmental impacts.",1134,160,
oai:donneesquebec.ca:permis-delivres-ville-de-quebec,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record concerns administrative permits issued by the City of Quebec and does not mention living organisms or ecological topics.,752,112,
oai:https-zenodo.org:10.5281/zenodo.16809929,gemini-3.1-flash-lite,True,cell lines,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a software tool and dataset for analyzing genetic dependency data in cell lines.,1003,117,
oai:open.canada.ca:bdb15246-6350-4cba-a16b-5b2226aeec0d,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,french,The record is about government policy and disclosure of legal service contracts and does not mention any living organisms.,1219,111,
oai:datadryad.org:doi:10.5061/dryad.ts47s,gemini-3.1-flash-lite,True,ankylosaurine; Ankylosauridae; Ornithischia; Dinosauria; Zuul crurivastator; ankylosaurin; ankylosaurid; Dyoplosaurus; Scolosaurus; Euoplocephalus; Ankylosaurini; ceratopsids; hadrosaurids; pachycephalosaurids; tyrannosaurids,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset containing information about a new species of dinosaur and its skeletal remains.,1087,236,
oai:open.canada.ca:2b0fdd8f-ec28-4dec-b51f-f409cbf22f84,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,"The record describes digital boundary files for census subdivisions in Canada, which is a cartographic and administrative dataset.",827,114,
oai:donneesquebec.ca:sag_arena-et-batiment-sportif,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,"The record describes infrastructure and sports facilities such as arenas and soccer fields, which does not concern living organisms or ecosystems.",777,114,
oai:datadryad.org:doi:10.5061/dryad.b1866n0,gemini-3.1-flash-lite,True,mosquitoes; Culex sp.; Anopheles gambiae; protozoa; algae; bacteria; Anopheles gambiae s.l.; Anopheles; Culex; aquatic insects,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a research dataset concerning the marking and tracking of specific mosquito species and their biological interactions.,1253,186,
oai:borealisdata.ca:384391_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a georeferenced topographic map which includes land cover features like wooded areas, but it is primarily a cartographic product without a stated ecological purpose.",1101,136,
oai:datastream.org:https://datastream.org/en-ca/dataset/b22ef0ba-36b4-4a81-8e81-87f410c0d510,gemini-3.1-flash-lite,True,vegetation; macroinvertebrates; fish,group,habitat_or_ecosystem,not_applicable,not_applicable,report,english,"The record is an aquatic ecosystem assessment of the Vermilion River that includes surveys of vegetation, macroinvertebrates, and fish.",951,144,
oai:open.canada.ca:35049271-f35a-4d84-9e03-51a8568cf718,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,The record describes cadastral and land survey data for property boundaries and administrative parcels.,917,109,
oai:https-zenodo.org:10.5281/zenodo.15258754,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record refers to a computational paper regarding sparse coarsening and does not mention any living organisms or ecological topics.,732,113,
oai:frdr-dfdr.ca:oai:www.frdr-dfdr.ca:05efd414-ec24-46c6-a9a8-a723e61f3f15,gemini-3.1-flash-lite,True,big game animals,group,human_health,not_applicable,not_applicable,dataset,english,"The record is a dataset about lead bullet fragmentation in ballistic gelatin, which relates to human health and wildlife consumption.",1010,125,
oai:datadryad.org:doi:10.5061/dryad.7st32,gemini-3.1-flash-lite,True,plant; pollinator; dipterans,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset concerning plant-pollinator visitation networks and the biological traits influencing their structure.,1030,132,
oai:geohub.lio.gov.on.ca:c7c4c947727e41c4ac3d567b9413320c,gemini-3.1-flash-lite,True,plants; Dry Tallgrass Prairie; White Cedar/Goldthread Sphagnum Swamp; Cottonwood Treed Dune,group,organisms,not_applicable,not_applicable,dataset,english,"The record describes a dataset of plant community observations, which are assemblages of plants, and focuses on the documentation and tracking of these biological communities.",1016,157,
oai:open.canada.ca:288b06d4-b927-41f4-9eac-a15614db07ef,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes an electromagnetic survey, which is a geophysical measurement of the physical environment.",769,110,
oai:open.canada.ca:4bc13aa2-80c9-441b-8f46-0b9574109b93,gemini-3.1-flash-lite,True,grizzly bear,species,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides a summary of human-caused grizzly bear mortalities from a government inspection database, which relates to the management of a wildlife resource.",792,134,
oai:open.moncton.ca:93b12fc9b5e74fd4b394b6bbdde82d39,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,report,english and french,"The record is a set of recommendations from a city council meeting, which is an administrative document.",743,112,
oai:open.canada.ca:033ac0b8-653c-43b2-a843-171fa1c9ace4,gemini-3.1-flash-lite,True,végétation,group,land_and_boundaries,not_applicable,yes,dataset,french,"The record describes vegetation mapping products derived from satellite imagery for ecosystem monitoring, which constitutes land cover data with a stated ecological purpose.",945,127,
