record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:open.canada.ca:729fa126-0218-46fe-b693-c0502ec5a705,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record measures sea ice extent by marine bioregion, which is a physical environmental measurement without living subjects.",750,115,
oai:datadryad.org:doi:10.5061/dryad.bvq83bkg7,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a dataset for road mapping using satellite imagery and does not concern living organisms.,827,111,
oai:catalogue.data.gov.bc.ca:sh-sh-lh-bc-land-use-planning-boundary,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a spatial dataset representing an administrative land use planning boundary with no mention of living things or ecological purpose.,876,116,
oai:datadryad.org:doi:10.5061/dryad.jdfn2z38q,gemini-3.5-flash-lite,True,Sinorhizobium meliloti; Rhizobia; alfalfa; Medicago sativa,species,organisms,not_applicable,not_applicable,dataset,english,The record contains gene expression data and discusses the transcriptional responses and genetics of specific symbiont and plant species.,1012,148,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/67219,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,This record is a mathematical abstract about dynamical systems and anisotropic spaces with no relation to living organisms.,851,110,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/48997,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is about mathematics and has no connection to living things or ecology.,752,106,
oai:borealisdata.ca-dataverse-uvic:341821_71619,gemini-3.5-flash-lite,True,boreal deer; white-tailed deer,species,organisms,not_applicable,not_applicable,dataset,english,The record provides research data and scripts examining white-tailed deer distribution and expansion.,812,125,
oai:datadryad.org:doi:10.5061/dryad.n8pk0p2s3,gemini-3.5-flash-lite,True,Drosophila suzukii,species,organisms,not_applicable,not_applicable,dataset,english,The record is primarily about the organism Drosophila suzukii and its developmental environment and reproductive success.,975,122,
oai:datadryad.org:doi:10.5061/dryad.hx3ffbgj9,gemini-3.5-flash-lite,True,green macroalgae; macroalgae,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing measurements and descriptions of fossilized macroalgae and their morphology.,985,128,
oai:https-zenodo.org:10.5281/zenodo.10215174,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,The record is a student report evaluating the OpenAlex geology concept hierarchy and does not concern living organisms.,842,111,
oai:catalogue-saintjohn.opendata.arcgis.com:6a6586cf6a3b4b8f9fadf00ca4278b8b,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record is about flood water levels, which is a physical measurement without any mention of living things.",748,113,
oai:open.canada.ca:bab87330-9592-4b92-8169-6f81355efb06,gemini-3.5-flash-lite,True,omble de fontaine; castors,species,habitat_or_ecosystem,not_applicable,not_applicable,report,french,"The record discusses water quality and aquatic ecosystems in La Mauricie National Park, mentioning specific organisms like the brook trout and beavers in relation to habitat conditions.",931,145,
oai:borealisdata.ca-dataverse-ubc:153619_150149,gemini-3.5-flash-lite,True,Ectomycorrhizal (EcM) fungi; Pseudotsuga menziesii; Tomentella; Cortinarius,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the species turnover and functional traits of ectomycorrhizal fungi.,1113,151,
oai:data.edmonton.ca:7pud-yipg,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about a community survey regarding a rainbow crosswalk and does not concern living organisms or ecosystems.,884,112,
oai:open.moncton.ca:0290eb488ba5445aa17f818b837ceab0,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,"The record is about city council recommendations and does not mention living organisms, habitat, or environmental topics.",745,111,
oai:portal-exploreoakville.opendata.arcgis.com:a0ef327def344d6dad252c4188a019b7,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about quarterly operating budget results for a town and does not involve living organisms or ecosystems.,764,111,
oai:data.edmonton.ca:mt3b-mcig,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about a municipal survey on city communication and contains no mention of living things or ecosystems.,897,111,
oai:datadryad.org:doi:10.5061/dryad.66t1g1jz2,gemini-3.5-flash-lite,True,European green crab; Carcinus maenas,species,organisms,not_applicable,not_applicable,dataset,english,"The record is a dataset about developing and testing an eDNA assay for a specific invasive species, the European green crab.",1106,134,
oai:borealisdata.ca-dataverse-ubc:723792_150149,gemini-3.5-flash-lite,True,jumping spider; Iranattus; Salticidae; Plexippini; Plexippina,species,organisms,not_applicable,not_applicable,dataset,english,The record provides genomic and phylogenetic data for specific spider taxa.,1253,142,
oai:open.alberta.ca:list-of-elements-in-alberta-vascular-plants,gemini-3.5-flash-lite,True,conifers; horsetails; ferns; flowering plants; clubmosses; vascular plants,group,organisms,not_applicable,not_applicable,dataset,english,"The record provides a list of vascular plant groups and species documented in Alberta, making it primarily about organisms.",800,153,
oai:open.canada.ca:f47fd7c7-c4af-4a4e-861d-f30cbf55ba5a,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,The record provides cadastral and land boundary information for a specific First Nation territory without any ecological purpose or living organisms mentioned.,925,117,
oai:open.canada.ca:4107dc81-79c0-406e-a1e6-301509d9e506,gemini-3.5-flash-lite,True,saumons rouges; Oncorhynchus nerka; Kokanee,species,organisms,not_applicable,not_applicable,dataset,french,"The record is about the population monitoring and spawning counts of a specific fish species, the sockeye salmon or kokanee.",901,143,
oai:borealisdata.ca-dataverse-ubc:153412_150149,gemini-3.5-flash-lite,True,Caenorhabditis elegans; CB4856; N2,species,organisms,not_applicable,not_applicable,dataset,english,The record provides genomic data and analysis specifically concerning the nematode species Caenorhabditis elegans.,1130,139,
oai:open.canada.ca:2ca7bfcb-f61d-4683-8574-1d1ef48750f3,gemini-3.5-flash-lite,True,vegetation,group,land_and_boundaries,not_applicable,yes,dataset,french,"The record describes a terrestrial ecosystem mapping dataset containing spatial polygons with ecological characteristics, explicitly stating an ecological purpose of dividing the landscape based on climate, soils, and vegetation.",1057,135,
oai:open.alberta.ca:tracked-elements-in-alberta-listed-by-natural-selection,gemini-3.5-flash-lite,True,,none,organisms,not_applicable,not_applicable,dataset,english,The record provides species data and element occurrences intersected with natural subregions to track species of conservation concern.,862,111,
oai:data.novascotia.ca:ecfv-i6pe,gemini-3.5-flash-lite,True,fish,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a dataset listing fishing license vendors, which relates to fisheries administration and licensing rather than the organisms themselves.",804,119,
oai:datadryad.org:doi:10.5061/dryad.4jp82,gemini-3.5-flash-lite,True,Urochloa; monocots; Monocot RGS; plants,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about plant G-protein signaling pathways and the evolution of associated proteins.,1049,140,
oai:catalogue.cioos.ca:10-25976-kc1x-bc80,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record focuses on physical and chemical water quality measurements such as temperature, pH, and dissolved oxygen, with no living subjects monitored.",945,119,
oai:datadryad.org:doi:10.5061/dryad.zgmsbcc70,gemini-3.5-flash-lite,True,birds,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset presenting physiological stress response measurements for bird species on farms.,1109,115,
oai:open.canada.ca:3a158359-7b87-2497-38e4-895ab58b4e9c,gemini-3.5-flash-lite,True,forêts,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record is a vector tile layer dataset about managed forests, which falls under forestry resources rather than the trees themselves.",789,126,
oai:datadryad.org:doi:10.5061/dryad.pq6p2,gemini-3.5-flash-lite,True,fisheries,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a dataset about marine fisheries catches and species turnover under climate change scenarios, which relates to fisheries resources rather than biological populations or ecosystems per se.",906,134,
oai:catalogue.data.gov.bc.ca:fisheries-watercourse-classification-port-coquitlam-lines,gemini-3.5-flash-lite,True,Fisheries,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a spatial dataset concerning fisheries watercourse classification and management, falling under fisheries management administration.",793,123,
oai:datadryad.org:doi:10.5061/dryad.6djh9w1bt,gemini-3.5-flash-lite,True,Fish; fishes; European perch; Perca fluviatilis; northern pike; Esox Lucius; walleye; Sander vitreus,species,habitat_or_ecosystem,not_applicable,not_applicable,report,english,"The record is primarily about the ecology of freshwater ecosystems and how dissolved organic carbon affects food web dynamics, mentioning specific fish species, and is presented as a study report.",997,186,
oai:open.moncton.ca:960ea6940c964a6989d791b98c18cee3,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record provides a base map of orthorectified aerial photography from 1989 with no mention of living things or ecological purpose.,791,122,
oai:https-zenodo.org:10.5281/zenodo.14757487,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is about mathematics education and pedagogy with no mention of living things or ecological subjects.,757,109,
oai:open.canada.ca:f04ea1cf-0821-4d65-8613-8dabfd1e94de,gemini-3.5-flash-lite,True,,none,land_and_boundaries,not_applicable,yes,dataset,french,The record provides a dataset of provincial parks in Ontario and explicitly states conservation and biodiversity protection purposes.,1096,112,
oai:open.canada.ca:582a6147-4e24-468c-a048-762302139afc,gemini-3.5-flash-lite,True,cultures,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record provides agricultural capability mapping datasets based on soil and climate information, focusing on land management and crop potentials rather than specific organisms or ecological conservation.",1412,131,
oai:open.alberta.ca:gda-0a12e487-75a6-4198-8ed2-67872ff20ac6,gemini-3.5-flash-lite,True,BIGHORN,group,land_and_boundaries,not_applicable,yes,dataset,english,The record provides watershed boundaries with an explicit ecological purpose and mentions bighorn sheep in its subjects.,977,123,
oai:catalogue.cioos.ca:68d504d0-202b-4b16-bd1d-d78a87a74c13,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record describes the deployment of an oxygen sensor to measure dissolved oxygen concentration in seawater without mentioning any living organisms.,896,115,
oai:open.canada.ca:ca15a425-465c-4cdb-8db7-659b05bf44e2,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,report,french,The record focuses on the structural and kinematic analysis of geological and mylonitic rocks in the Teslin suture zone with no living subjects.,1266,120,
oai:catalogue.cioos.ca:145a207f-ef76-4660-8a33-b6298b6bc4c8,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record is about physical and chemical measurements like conductivity, temperature, and depth from a CTD instrument with no living subjects mentioned.",985,119,
oai:borealisdata.ca-dataverse-ubc:153609_150149,gemini-3.5-flash-lite,True,phytophagous insects; Heliconiini; Papilionoidea; insect herbivores; butterflies,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset presenting data to test evolutionary hypotheses about specialization and diversification in butterflies and other insects.,984,152,
oai:datadryad.org:doi:10.5061/dryad.1271,gemini-3.5-flash-lite,True,Cameraria ohridella; horse-chestnut leafminer,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the genetic diversity and origin of the invasive insect species Cameraria ohridella.,1119,138,
oai:data.ontario.ca:guide-effectiveness-monitoring-program-site-locations,gemini-3.5-flash-lite,True,oiseaux chanteurs,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,The record provides sampling site locations for a forest management guide effectiveness monitoring program focused on songbird occupancy and community structure.,914,128,
oai:opendata.newwestcity.ca:64f2e2af2e70432fa8451190fbabf3a2,gemini-3.5-flash-lite,True,Tree,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,The record is about tree replacement bylaws and data collection regarding municipal rules rather than the biological study of the trees themselves.,757,125,
oai:niagaraopendata.ca:linkages,gemini-3.5-flash-lite,True,plants; animals,group,habitat_or_ecosystem,not_applicable,yes,dataset,english,"The record describes ecological linkages for plants and animals, making it a dataset about habitat connectivity with an explicit ecological purpose.",842,130,
oai:open.canada.ca:7f3dd3a9-bdfe-44e7-9f20-f86d3ef96316,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,The record provides cadastral and land survey information for a specific parcel of land without mentioning living organisms or ecological purposes.,926,116,
oai:catalogue.data.gov.bc.ca:2013-financial-economic-rev-historical-commodity-prices-in-us-dollars-2002-to-2012-tbl-a1-9,gemini-3.5-flash-lite,False,,none,forestry_agriculture_fisheries,not_applicable,not_applicable,dataset,english,"The record provides historical financial and economic commodity prices such as metals, forest products, oil, natural gas, and coal without discussing living organisms or ecosystems themselves.",850,127,
oai:borealisdata.ca-dataverse-westernu:397426_201809_290067_392452,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record provides census division digital boundary files and does not concern living organisms.,953,106,
oai:open.canada.ca:c349db80-1aad-4cbe-a80c-728a55b1fce5,gemini-3.5-flash-lite,True,copepods,group,organisms,not_applicable,not_applicable,dataset,english,"The record provides a list of copepod species documented in Alberta, making it a dataset primarily about specific organisms.",761,122,
oai:open.alberta.ca:list-of-elements-in-alberta-leeches-worms,gemini-3.5-flash-lite,True,leeches; worms,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset providing a list of species groups (leeches and worms) in Alberta.,775,125,
oai:catalogue.data.gov.bc.ca:fadm-mountain-pine-beetle-salvage-area,gemini-3.5-flash-lite,True,Mountain Pine Beetle; pine beetle,species,land_and_boundaries,not_applicable,no,dataset,english,"The record defines a legislative and designated salvage area boundary for mountain pine beetles, making land and boundaries the primary topic.",757,132,
oai:co-opendata-camaps.hub.arcgis.com:cf42bebd01eb454ba1b52dd681b67286,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record focuses on groundwater quality measurements and grading without discussing living organisms.,836,107,
oai:datadryad.org:doi:10.5061/dryad.x95x69prq,gemini-3.5-flash-lite,True,dinoflagellates,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing molecular and transcriptomic data regarding the evolution and characteristics of dinoflagellates.,1179,126,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/48922,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is a mathematical paper about dynamical systems with no relation to living things.,745,107,
oai:open.canada.ca:b67c16d1-77b8-5096-9748-1c1fb5e3bd94,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record provides structural maps for geological and petroleum systems without mentioning living organisms or their ecosystems.,1065,111,
oai:open.canada.ca:7bbb624b-a0aa-41c9-9473-d76c4249924c,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,report,french,The record discusses food product testing for undeclared gluten and health risk assessments without focusing on living organisms or ecosystems.,862,114,
oai:catalogue.data.gov.bc.ca:fdp-prop-roads-2003-2007-kamloops-forest-district-final,gemini-3.5-flash-lite,True,,none,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record concerns forest development plan roads in a forestry district, making it a forestry dataset about infrastructure rather than the organisms themselves.",808,119,
oai:open.canada.ca:762936c0-8b3a-4861-afdd-b3d09feda15f,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,report,french,The record is about the tectonic setting and geology of the Aishihik Batholith with no living subjects.,1049,115,
oai:borealisdata.ca:386397_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record is a georeferenced historical topographic map of Alberta showing terrain, infrastructure, and boundaries without any focus on living organisms.",1101,120,
oai:borealisdata.ca-dataverse-guelph:1026102_16_41153_41156,gemini-3.5-flash-lite,True,onion; Allium cepa; endophyte inoculants; Methylobacterium symbioticum; Gluconacetobacter diazotrophicus,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record provides growth and tissue nutrient data for specific plant and endophyte species in agricultural trials.,930,156,
oai:datastream.org:https://datastream.org/en-ca/dataset/e1c8e740-fa60-47d2-b1f2-5225814a419f,gemini-3.5-flash-lite,True,invasive species,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,"The record describes a watershed project focused on water quality monitoring and ecosystem health, with organisms mentioned broadly as invasive species.",831,128,
oai:borealisdata.ca-dataverse-ubc:155254_73894_115983,gemini-3.5-flash-lite,True,C-2 (Boreal Spruce); C-3 (Mature Pine); slash; standing grass,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is about geospatial analyses of fuel types and forest management related to wildfires, categorized under forestry_agriculture_fisheries with a focus on non-organism metrics such as fragmentation and fire severity.",1023,169,
oai:https-zenodo.org:10.5281/zenodo.15643391,gemini-3.5-flash-lite,True,seagrass; eelgrass; Zostera marina; macroalgae,species,organisms,not_applicable,not_applicable,dataset,english,The record provides a dataset and code on the spatial distribution of seagrass species based on satellite imagery.,1073,141,
oai:datadryad.org:doi:10.5061/dryad.37pvmcw0s,gemini-3.5-flash-lite,True,Pleurozium schreberi,species,organisms,not_applicable,not_applicable,report,english,The record is primarily a study assessing trace elements using the moss species Pleurozium schreberi.,949,124,
oai:catalogue.cioos.ca:ca-cioos_599476c2-ab8a-4029-967c-5d6dd80b6a56,gemini-3.5-flash-lite,True,ichtyologique,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,The record provides ecological data on shoreline habitats and includes an ichthyological inventory of the ecosystem.,1244,125,
oai:open.canada.ca:5b992823-66de-4fd8-9c12-941b4809fa07,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The dataset measures chemical contaminants in seawater and the physical environment without any living organisms as the subject of the measurements.,1308,115,
oai:opendata-cityofgp.hub.arcgis.com:d55112f6cdaf4d3b994b7fbf6b262271,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record provides aerial imagery and orthophotos of a city without mentioning living organisms or ecological purposes.,907,113,
oai:geohub.saskatchewan.ca:b4f68cd46d8d4d18898bdcaa7a70305d,gemini-3.5-flash-lite,True,softwood,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,"The record provides spatial raster data on softwood forest resources, so it concerns living things in a forestry context and is structured as a dataset.",1620,130,
oai:open.canada.ca:1a11d2c1-bcad-47c7-87d1-f16f38aee4d9,gemini-3.5-flash-lite,True,invertébrés benthiques; poissons démersaux; poissons pélagiques,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,"The record identifies ecologically and biologically significant areas for various marine groups and habitats in the St. Lawrence, and it is structured as a dataset release with associated research documents.",1764,162,
oai:data.novascotia.ca:h57h-p9mm,gemini-3.5-flash-lite,True,char; scallop; oyster; salmon; halibut; mussel; trout; clam,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides aquaculture leases and mapping data for marine species, focusing on leases rather than the organisms themselves.",782,164,
oai:borealisdata.ca-dataverse-guelph:1035819_76_41146_41148,gemini-3.5-flash-lite,True,bacteria; E. coli; Salmonella; pigs; poultry; cattle,group,organisms,not_applicable,not_applicable,dataset,english,The record contains a systematic review dataset concerning antibiotic resistance in various bacteria isolated from animals.,1027,146,
oai:opendata.pickering.ca:518afbe009b04a76bd29ecb51ad360ed,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record contains demographic census data about human populations, age, and sex by dissemination area, which falls under administrative topics with no living organisms or ecosystems studied.",852,122,
oai:borealisdata.ca:388895_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a georeferenced raster image of a historical topographic map showing physical and man-made features without an ecological purpose.,1105,120,
oai:datadryad.org:doi:10.5061/dryad.q88sm,gemini-3.5-flash-lite,True,,none,other,not_applicable,not_applicable,dataset,english,"The record is a dataset about human social behavior and punishment strategies in a public goods game, so living things are mentioned generally in a psychological or behavioral context rather than biological study.",940,126,
oai:open.canada.ca:6591601a-05be-48fd-9378-54e4af31251b,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,"This record is a statistical dataset concerning primary care providers and patients, which falls under human health and does not involve living organisms in an ecological context.",819,122,
oai:borealisdata.ca-dataverse-calgary:105958,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record provides meteorological and physical sensor data from a glacier with no living organisms mentioned.,972,110,
oai:abacus.library.ubc.ca-dataverse-statcan-public:44615,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is about census digital boundary files and cartographic map layers depicting geography units without any ecological or living organism focus.,891,117,
oai:donnees.montreal.ca:bornes-recharge-publiques,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,The record is about public charging stations for electric vehicles and provides geographic locations without mentioning living things or ecological purposes.,803,115,
oai:datadryad.org:doi:10.5061/dryad.pg4f4qrrd,gemini-3.5-flash-lite,True,woody species; herbaceous species,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about tree stands and herbaceous understorey diversity and productivity.,1050,124,
oai:open.moncton.ca:444495ce174744ad93b4398cb1ab6457,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,"The record is about a person inducted into a wall of fame for recreation and baseball, which does not concern living organisms in an ecological context or natural science.",741,122,
oai:borealisdata.ca-dataverse-uvic:667403_71619,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about viscoelastic earth models and geophysics data with no mention of living things.,823,111,
oai:datadryad.org:doi:10.7291/D18W9G,gemini-3.5-flash-lite,True,Equus ferus; Horses; caballine horses; Equus spp.,species,organisms,not_applicable,not_applicable,report,english,"The record is about the genomics, genetic diversity, and dispersal of ancient and present-day horses (Equus ferus and related taxa).",1042,151,
oai:https-zenodo.org:10.5281/zenodo.14758184,gemini-3.5-flash-lite,True,Animalia; fish; zebrafish,species,organisms,not_applicable,not_applicable,dataset,english,The record provides code and data studying the behavior of zebrafish and other fish under different turbidity and lighting conditions.,1013,132,
oai:data.calgary.ca:c5bp-anry,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,"The record is about waste composition studies and garbage collection from residential dwellings, with no living things or ecosystems mentioned.",881,113,
oai:open.canada.ca:150beb08-b9bd-4441-a36e-fc624cf31c95,gemini-3.5-flash-lite,True,oiseaux,group,organisms,not_applicable,not_applicable,dataset,french,"The dataset is a record of bird species observed in Ivvavik National Park, focusing on changes in their abundance and species composition.",1025,126,
oai:datadryad.org:doi:10.5061/dryad.933bs,gemini-3.5-flash-lite,True,Dicranum flagellare; Dicranaceae; Bryophyta; birch; Thuja; spruce,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset presenting research data on the growth of the moss species Dicranum flagellare and related organisms in forest canopies.,1223,165,
oai:data-markham.opendata.arcgis.com:da4fb44b40ec4442aad823b26313a98a,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record provides human census population mobility data which is administrative and does not concern living organisms or ecosystems.,794,111,
oai:open.canada.ca:685257af-5592-49de-8726-90090c6c3061,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record provides radiological monitoring data on gross alpha and beta in drinking water with no living subjects.,1218,112,
oai:datadryad.org:doi:10.5061/dryad.76hdr7t55,gemini-3.5-flash-lite,True,pigs,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,"The record is a dataset presenting behavioural, performance, and immune data on pigs subjected to play opportunities and viral challenge in an agricultural research context.",1219,131,
oai:open.canada.ca:09658898-f6e3-73e1-bf87-8fc76d247c0e,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record provides wave time series data which is a physical environmental measurement without a living subject.,754,111,
oai:borealisdata.ca-dataverse-brock:59619_1183494_59618,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,This record concerns financial data and business management files without any reference to living organisms.,760,107,
oai:datadryad.org:doi:10.5061/dryad.953hv,gemini-3.5-flash-lite,True,harbour seals; Phoca vitulina; fish; prey species,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the diet and DNA sequencing of captive harbour seals and their prey.,1054,140,
oai:open.canada.ca:9571b5fa-3311-44c8-a565-d5694f34afac,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is a dataset providing physical oceanographic salinity measurements with no living subject as the main focus.,1579,113,
oai:open.canada.ca:cb34e02f-e0f6-49be-b5ad-96326a701b57,gemini-3.5-flash-lite,True,forêts de conifères; forêts à feuilles larges; forêts mixtes,group,land_and_boundaries,not_applicable,yes,dataset,english,The record provides a land-use and land-cover raster dataset derived from imagery with an ecological and environmental monitoring purpose related to the Lower Athabasca Regional Plan.,1134,155,
oai:donneesquebec.ca:permis-delivres-ville-de-quebec,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record is about permits issued in Quebec City and falls under administrative government records without mentioning any living things.,752,112,
oai:https-zenodo.org:10.5281/zenodo.16809929,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record provides an R package for analyzing cell line dependency data and does not concern living organisms in nature or ecological systems.,1003,115,
oai:open.canada.ca:bdb15246-6350-4cba-a16b-5b2226aeec0d,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,policy,french,The record discusses government procurement policies and disclosure of legal service contracts.,1219,104,
oai:datadryad.org:doi:10.5061/dryad.ts47s,gemini-3.5-flash-lite,True,ankylosaurine dinosaur; Zuul crurivastator; Dyoplosaurus; Scolosaurus; Euoplocephalus; Ankylosaurini,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset accompanying a paper about a newly described dinosaur species and its soft tissue preservation.,1087,164,
oai:open.canada.ca:2b0fdd8f-ec28-4dec-b51f-f409cbf22f84,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record provides digital boundary files for census subdivisions across Canada for mapping and spatial analysis without mentioning living things.,827,112,
oai:donneesquebec.ca:sag_arena-et-batiment-sportif,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,"The record is about sports arenas and buildings, which does not concern living organisms or ecosystems.",777,109,
oai:datadryad.org:doi:10.5061/dryad.b1866n0,gemini-3.5-flash-lite,True,mosquitoes; Culex sp.; Anopheles gambiae; protozoa; algae; bacteria; Anopheles; Culex; aquatic insects,species,organisms,not_applicable,not_applicable,dataset,english,The record is a research dataset containing data on marking and tracking mosquito species and associated organisms.,1253,171,
oai:borealisdata.ca:384391_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a georeferenced raster image of a historical topographic map showing natural and man-made features without an ecological purpose.,1101,120,
oai:datastream.org:https://datastream.org/en-ca/dataset/b22ef0ba-36b4-4a81-8e81-87f410c0d510,gemini-3.5-flash-lite,True,vegetation; macroinvertebrates; fish,group,habitat_or_ecosystem,not_applicable,not_applicable,report,english,"The record is an assessment of an aquatic ecosystem including water quality, vegetation, macroinvertebrates, and fish.",951,141,
oai:open.canada.ca:35049271-f35a-4d84-9e03-51a8568cf718,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,The record provides integrated cadastral data for land parcels and boundaries without mentioning any specific living organisms or ecological purpose.,917,115,
oai:https-zenodo.org:10.5281/zenodo.15258754,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record refers to a computational paper and contains no mention of living things or related topics.,732,109,
oai:frdr-dfdr.ca:oai:www.frdr-dfdr.ca:05efd414-ec24-46c6-a9a8-a723e61f3f15,gemini-3.5-flash-lite,True,,none,other,not_applicable,not_applicable,dataset,english,"The record contains raw research data about synchrotron X-ray imaging of bullet fragmentation in ballistic gelatin, and while it discusses lead exposure to humans and scavengers, no specific organisms are named.",1010,128,
